"Index","TARGET_CLASS","criterion","Size","Length","Fitness","Total_Time","evo_seed","WEAKMUTATION_Coverage","BRANCH_Coverage","LINE_Coverage","CBRANCH_Coverage","gin_seed","patch","validpatch","success","avgtime","speedup"
"11","locogp.SortBubble","BRANCH","1","12","0.0","7983","2","0","14","12","14","95","|","false","true","0","0.0"
"12","locogp.SortBubble","BRANCH","1","12","0.0","7983","2","0","14","12","14","67","| gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:33 |","true","true","224693390","32.28803"
"13","locogp.SortBubble","BRANCH","4","15","0.0","8432","69","90","100","100","100","22","| gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:33 |","true","true","220518800","43.95329"
"14","locogp.SortBubble","BRANCH","3","15","0.0","8432","69","90","86","88","86","2","| gin.edit.statement.CopyStatement examples\locoGP\src\main\java\locogp\SortBubble.java:33 -> examples\locoGP\src\main\java\locogp\SortBubble.java:33:34 | gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:65 |","true","true","110844680","60.30819"
"15","locogp.SortBubble","BRANCH","2","15","0.0","8432","69","87","57","75","57","8","|","false","true","0","0.0"
"16","locogp.SortBubble","BRANCH","1","15","0.0","8432","69","44","43","38","43","64","| gin.edit.statement.SwapStatement examples\locoGP\src\main\java\locogp\SortBubble.java:66 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:66 |","true","true","107832810","23.812374"
"17","locogp.SortBubble","LINE","3","12","0.0","7669","95","96","100","100","100","67","|","false","true","0","0.0"
"18","locogp.SortBubble","LINE","2","12","0.0","7669","95","96","86","88","86","69","|","false","true","0","0.0"
"19","locogp.SortBubble","LINE","1","12","0.0","7669","95","21","43","38","43","22","|","false","true","0","0.0"
"20","locogp.SortBubble","LINE","1","12","0.0","7669","95","21","43","38","43","2","|","false","true","0","0.0"
"21","locogp.SortBubble","LINE","3","11","0.0","8141","8","82","86","100","86","64","| gin.edit.statement.SwapStatement examples\locoGP\src\main\java\locogp\SortBubble.java:18 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:34 | gin.edit.statement.ReplaceStatement examples\locoGP\src\main\java\locogp\SortBubble.java:34 -> examples\locoGP\src\main\java\locogp\SortBubble.java:34 |","true","true","223615610","33.08162"
"22","locogp.SortBubble","LINE","2","11","0.0","8141","8","79","57","88","57","95","| gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:65 | gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:65 |","true","true","115471020","3.162362"
"23","locogp.SortBubble","LINE","1","11","0.0","8141","8","0","14","12","14","67","|","false","true","0","0.0"
"24","locogp.SortBubble","LINE","1","11","0.0","8141","8","0","14","12","14","69","|","false","true","0","0.0"
"25","locogp.SortBubble","CBRANCH","3","12","0.0","8237","22","96","100","100","100","2","| gin.edit.statement.ReplaceStatement examples\locoGP\src\main\java\locogp\SortBubble.java:101 -> examples\locoGP\src\main\java\locogp\SortBubble.java:18 | gin.edit.statement.ReplaceStatement examples\locoGP\src\main\java\locogp\SortBubble.java:66 -> examples\locoGP\src\main\java\locogp\SortBubble.java:18 |","true","true","117840100","4.103128"
"26","locogp.SortBubble","CBRANCH","2","12","0.0","8237","22","96","86","88","86","8","|","false","true","0","0.0"
"27","locogp.SortBubble","CBRANCH","1","12","0.0","8237","22","93","57","75","57","64","|","false","true","0","0.0"
"28","locogp.SortBubble","CBRANCH","1","12","0.0","8237","22","93","57","75","57","95","| gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:65 |","true","true","124210830","53.47449"
"29","locogp.SortBubble","CBRANCH","3","14","0.0","8345","67","97","100","100","100","69","|","false","true","0","0.0"
"30","locogp.SortBubble","CBRANCH","2","14","0.0","8345","67","97","86","88","86","22","| gin.edit.statement.CopyStatement examples\locoGP\src\main\java\locogp\SortBubble.java:51 -> examples\locoGP\src\main\java\locogp\SortBubble.java:50:50 |","true","true","131789800","0.81667763"
"31","locogp.SortBubble","CBRANCH","1","14","0.0","8345","67","94","57","75","57","2","| gin.edit.statement.SwapStatement examples\locoGP\src\main\java\locogp\SortBubble.java:66 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:66 |","true","true","113695580","7.2313337"
"32","locogp.SortBubble","CBRANCH","1","14","0.0","8345","67","94","57","75","57","8","|","false","true","0","0.0"
"33","locogp.SortBubble","MANUAL","","0","0","0",,"97","86","88","86",,"| gin.edit.statement.SwapStatement examples\locoGP\src\main\java\locogp\SortBubble.java:51 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:50 | gin.edit.statement.SwapStatement examples\locoGP\src\main\java\locogp\SortBubble.java:90 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:50 |","true","true","2242010","98.48844"
