"Index","TARGET_CLASS","criterion","Size","Length","Fitness","Total_Time","evo_seed","WEAKMUTATION_Coverage","BRANCH_Coverage","LINE_Coverage","CBRANCH_Coverage","gin_seed","patch","validpatch","success","avgtime","speedup"
"5","locogp.SortBubble","BRANCH","3","11","0.0","7747","44","97","100","100","100","84","|","false","true","0","0.0"
"5","locogp.SortBubble","BRANCH","2","11","0.0","7747","44","21","57","50","57","84","|","false","true","0","0.0"
"5","locogp.SortBubble","BRANCH","1","11","0.0","7747","44","0","14","12","14","84","|","false","true","0","0.0"
"5","locogp.SortBubble","BRANCH","1","11","0.0","7747","44","0","14","12","14","84","|","false","true","0","0.0"
"6","locogp.SortBubble","BRANCH","4","16","0.0","8096","43","96","100","100","100","56","| gin.edit.line.DeleteLine examples\locoGP\src\main\java\locogp\SortBubble.java:9 |","true","false","2829280","95.97231"
"6","locogp.SortBubble","BRANCH","3","16","0.0","8096","43","87","71","88","71","56","| gin.edit.line.ReplaceLine examples\locoGP\src\main\java\locogp\SortBubble.java:10 -> examples\locoGP\src\main\java\locogp\SortBubble.java:12 |","true","true","2910040","6.706463"
"6","locogp.SortBubble","BRANCH","2","16","0.0","8096","43","44","57","50","57","56","| gin.edit.line.ReplaceLine examples\locoGP\src\main\java\locogp\SortBubble.java:14 -> examples\locoGP\src\main\java\locogp\SortBubble.java:10 |","true","true","1763310","80.81388"
"6","locogp.SortBubble","BRANCH","1","16","0.0","8096","43","44","43","38","43","56","| gin.edit.line.ReplaceLine examples\locoGP\src\main\java\locogp\SortBubble.java:12 -> examples\locoGP\src\main\java\locogp\SortBubble.java:12 |","true","true","3461250","38.14237"
"7","locogp.SortBubble","LINE","3","14","0.0","8624","51","90","100","100","100","43","|","false","true","0","0.0"
"7","locogp.SortBubble","LINE","2","14","0.0","8624","51","94","71","88","71","43","|","false","true","0","0.0"
"7","locogp.SortBubble","LINE","1","14","0.0","8624","51","0","14","12","14","43","|","false","true","0","0.0"
"7","locogp.SortBubble","LINE","1","14","0.0","8624","51","0","14","12","14","43","|","false","true","0","0.0"
"8","locogp.SortBubble","LINE","3","12","0.0","7564","76","97","100","100","100","1","| gin.edit.line.CopyLine examples\locoGP\src\main\java\locogp\SortBubble.java:7 -> examples\locoGP\src\main\java\locogp\SortBubble.java:10 |","true","true","12651600","56.2957"
"8","locogp.SortBubble","LINE","2","12","0.0","7564","76","94","71","88","71","1","| gin.edit.line.ReplaceLine examples\locoGP\src\main\java\locogp\SortBubble.java:7 -> examples\locoGP\src\main\java\locogp\SortBubble.java:7 |","true","true","23086210","-27.42858"
"8","locogp.SortBubble","LINE","1","12","0.0","7564","76","94","57","75","57","1","|","false","true","0","0.0"
"8","locogp.SortBubble","LINE","1","12","0.0","7564","76","94","57","75","57","1","| gin.edit.line.SwapLine examples\locoGP\src\main\java\locogp\SortBubble.java:11 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:11 |","true","true","71975440","7.339002"
"9","locogp.SortBubble","LINE","3","8","0.0","7811","26","97","100","100","100","4","| gin.edit.line.SwapLine examples\locoGP\src\main\java\locogp\SortBubble.java:11 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:11 |","true","true","67859540","54.11751"
"9","locogp.SortBubble","LINE","2","8","0.0","7811","26","38","43","50","43","4","|","false","true","0","0.0"
"9","locogp.SortBubble","LINE","1","8","0.0","7811","26","7","14","25","14","4","|","false","true","0","0.0"
"9","locogp.SortBubble","LINE","1","8","0.0","7811","26","7","14","25","14","4","|","false","true","0","0.0"
"10","locogp.SortBubble","CBRANCH","3","7","0.0","7939","64","38","57","62","57","95","| gin.edit.line.SwapLine examples\locoGP\src\main\java\locogp\SortBubble.java:12 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:12 |","true","true","154396690","16.231936"
"10","locogp.SortBubble","CBRANCH","2","7","0.0","7939","64","21","57","50","57","95","|","false","true","0","0.0"
"10","locogp.SortBubble","CBRANCH","1","7","0.0","7939","64","21","43","38","43","95","| gin.edit.line.ReplaceLine examples\locoGP\src\main\java\locogp\SortBubble.java:10 -> examples\locoGP\src\main\java\locogp\SortBubble.java:14 | gin.edit.line.SwapLine examples\locoGP\src\main\java\locogp\SortBubble.java:11 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:11 |","true","true","151775110","10.308666"
"10","locogp.SortBubble","CBRANCH","1","7","0.0","7939","64","21","43","38","43","95","|","false","true","0","0.0"
"11","locogp.SortBubble","CBRANCH","3","12","0.0","8142","15","28","71","62","71","41","|","false","true","0","0.0"
"11","locogp.SortBubble","CBRANCH","2","12","0.0","8142","15","90","86","88","86","41","|","false","true","0","0.0"
"11","locogp.SortBubble","CBRANCH","1","12","0.0","8142","15","21","43","38","43","41","|","false","true","0","0.0"
"11","locogp.SortBubble","CBRANCH","1","12","0.0","8142","15","21","43","38","43","41","|","false","true","0","0.0"
"12","locogp.SortBubble","CBRANCH","3","12","0.0","8032","72","90","100","100","100","99","| gin.edit.line.ReplaceLine examples\locoGP\src\main\java\locogp\SortBubble.java:11 -> examples\locoGP\src\main\java\locogp\SortBubble.java:14 |","true","true","79727530","2.6382637"
"12","locogp.SortBubble","CBRANCH","2","12","0.0","8032","72","94","71","88","71","99","| gin.edit.line.SwapLine examples\locoGP\src\main\java\locogp\SortBubble.java:6 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:6 |","true","true","161886170","-0.10580337"
"12","locogp.SortBubble","CBRANCH","1","12","0.0","8032","72","94","57","75","57","99","|","false","true","0","0.0"
"12","locogp.SortBubble","CBRANCH","1","12","0.0","8032","72","94","57","75","57","99","|","false","true","0","0.0"
"49","locogp.SortBubble","MANUAL","","0","0","0",,"97","86","88","86",,"|","false","true","0","0.0"
