"Index","TARGET_CLASS","criterion","Size","Length","Fitness","Total_Time","evo_seed","WEAKMUTATION_Coverage","BRANCH_Coverage","LINE_Coverage","CBRANCH_Coverage","gin_seed","patch","validpatch","success","avgtime","speedup"
"4","locogp.SortBubble","BRANCH","3","8","0.0","9578","39","96","100","100","100","54","| gin.edit.statement.CopyStatement examples\locoGP\src\main\java\locogp\SortBubble.java:66 -> examples\locoGP\src\main\java\locogp\SortBubble.java:50:51 |","true","true","15435290","-609.1175"
"4","locogp.SortBubble","BRANCH","2","8","0.0","9578","39","21","57","50","57","54","|","false","true","0","0.0"
"4","locogp.SortBubble","BRANCH","1","8","0.0","9578","39","0","14","12","14","54","|","false","true","0","0.0"
"4","locogp.SortBubble","BRANCH","1","8","0.0","9578","39","0","14","12","14","54","|","false","true","0","0.0"
"5","locogp.SortBubble","LINE","3","13","0.0","10623","47","39","71","62","71","58","|","false","true","0","0.0"
"5","locogp.SortBubble","LINE","2","13","0.0","10623","47","21","57","50","57","58","| gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:65 |","true","true","10213880","22.994432"
"5","locogp.SortBubble","LINE","1","13","0.0","10623","47","21","43","38","43","58","|","false","true","0","0.0"
"5","locogp.SortBubble","LINE","1","13","0.0","10623","47","21","43","38","43","58","|","false","true","0","0.0"
"6","locogp.SortBubble","LINE","3","13","0.0","11383","55","97","100","100","100","45","|","false","true","0","0.0"
"6","locogp.SortBubble","LINE","2","13","0.0","11383","55","89","71","88","71","45","| gin.edit.statement.ReplaceStatement examples\locoGP\src\main\java\locogp\SortBubble.java:51 -> examples\locoGP\src\main\java\locogp\SortBubble.java:51 |","true","true","5266230","-10.099851"
"6","locogp.SortBubble","LINE","1","13","0.0","11383","55","86","43","75","43","45","| gin.edit.statement.SwapStatement examples\locoGP\src\main\java\locogp\SortBubble.java:76 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:18 |","true","true","3184500","19.497545"
"6","locogp.SortBubble","LINE","1","13","0.0","11383","55","86","43","75","43","45","|","false","true","0","0.0"
"7","locogp.SortBubble","CBRANCH","3","13","0.0","14264","79","89","86","100","86","76","|","false","true","0","0.0"
"7","locogp.SortBubble","CBRANCH","2","13","0.0","14264","79","93","71","88","71","76","| gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:90 |","true","false","3515140","97.57718"
"7","locogp.SortBubble","CBRANCH","1","13","0.0","14264","79","93","57","75","57","76","| gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:76 |","true","false","4512280","33.649574"
"7","locogp.SortBubble","CBRANCH","1","13","0.0","14264","79","93","57","75","57","76","| gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:76 |","true","false","3861140","0.2709453"
"8","locogp.SortBubble","CBRANCH","3","10","0.0","11298","38","96","100","100","100","28","|","false","true","0","0.0"
"8","locogp.SortBubble","CBRANCH","2","10","0.0","11298","38","93","71","88","71","28","| gin.edit.statement.CopyStatement examples\locoGP\src\main\java\locogp\SortBubble.java:51 -> examples\locoGP\src\main\java\locogp\SortBubble.java:65:65 |","true","false","2496250","85.22985"
"8","locogp.SortBubble","CBRANCH","1","10","0.0","11298","38","0","14","12","14","28","|","false","true","0","0.0"
"8","locogp.SortBubble","CBRANCH","1","10","0.0","11298","38","0","14","12","14","28","| gin.edit.statement.CopyStatement examples\locoGP\src\main\java\locogp\SortBubble.java:76 -> examples\locoGP\src\main\java\locogp\SortBubble.java:50:51 |","true","false","426810330","-73.645905"
"33","locogp.SortBubble","MANUAL","","0","0","0",,"97","86","88","86",,"| gin.edit.statement.ReplaceStatement examples\locoGP\src\main\java\locogp\SortBubble.java:34 -> examples\locoGP\src\main\java\locogp\SortBubble.java:18 |","true","true","110376380","3.1724474"
